requisition_id,main_equipment_name,equipment_serial_no,motor_manufacturing_year,application_use,installed_location,installed_qty,make,model,frame,size,power_rating,kw,kva,rpm,duty_cycle,voltage,current,received_date,received_time,defects_observed,repairs_required,reason_of_failure_id,reason_of_failure_text,warranty_status,previous_refurbishment_job_no,spares_details,service_type_id,service_type_text,equipment_type_id,equipment_type_text,bearing_id,bearing_text,status,created_at,updated_at,created_by,updated_by
55,DC Motor,EQ10054,2009,Hydraulic Press,Cold Rolling Mill,1,ABB,K688,D225M,22.0 KW,22.09,22.0,25.77,1500,Continuous (S1),440,35.16,2024-07-11,06:26:00,Rotor eccentricity observed,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",4,Alignment Correction,2,DC Motor,5,6307 2RS,DISPATCHED,2024-07-11 00:00:00,2024-08-07 00:00:00,operator_14,supervisor_03
56,AC Motor,EQ10055,2005,Conveyor Belt,Sinter Plant,1,Toshiba,H500,D100L,11.0 KW,10.8,11.0,13.27,3000,Intermittent (S3),415,19.03,2025-09-21,21:13:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 22210 E,2,Bearing Replacement,1,AC Motor,10,22210 E,DISPATCHED,2025-09-21 00:00:00,2025-09-29 00:00:00,operator_17,supervisor_05
57,Compressor Motor,EQ10056,2010,Conveyor Belt,Wire Rod Mill,1,Crompton Greaves,E991,D90L,11.0 KW,10.86,11.0,12.2,3000,Short Time (S2),3300,2.08,2023-07-22,14:56:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,6,Compressor Motor,3,6305 2RS,DISPATCHED,2023-07-22 00:00:00,2023-07-28 00:00:00,operator_04,supervisor_04
58,AC Motor,EQ10057,2011,Compressor Driving,Blast Furnace,1,Kirloskar,S972,D132M,3.7 KW,3.64,3.7,4.25,1500,Short Time (S2),415,5.76,2023-09-06,18:36:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 22210 E,2,Bearing Replacement,1,AC Motor,10,22210 E,DISPATCHED,2023-09-06 00:00:00,2023-09-30 00:00:00,operator_15,supervisor_02
59,DC Motor,EQ10058,2011,Fan/Blower Driving,Coke Oven Plant,1,ABB,D401,D80,1.5 KW,1.49,1.5,1.82,1000,Intermittent (S3),415,2.65,2025-05-19,18:05:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6305 2RS,2,Bearing Replacement,2,DC Motor,3,6305 2RS,CLOSED,2025-05-19 00:00:00,2025-05-23 00:00:00,operator_12,supervisor_06
60,AC Motor,EQ10059,1999,Hydraulic Press,Wire Rod Mill,1,ABB,H877,D200L,22.0 KW,21.92,22.0,24.31,1000,Continuous with Intermittent Load (S6),440,32.68,2023-11-10,13:23:00,"Rotor bars broken, abnormal sound",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,Bearing NU 308,2,Bearing Replacement,1,AC Motor,8,NU 308,CLOSED,2023-11-10 00:00:00,2023-12-08 00:00:00,operator_02,supervisor_06
61,AC Motor,EQ10060,2021,Conveyor Belt,Bar Mill,1,Siemens,D703,D355M,1.1 KW,1.11,1.1,1.23,3000,Continuous (S1),440,1.66,2023-07-17,08:55:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6308 2RS,2,Bearing Replacement,1,AC Motor,6,6308 2RS,CLOSED,2023-07-17 00:00:00,2023-07-27 00:00:00,operator_06,supervisor_07
62,AC Motor,EQ10061,2013,Mixer Agitator,Sinter Plant,1,Kirloskar,K971,D80,37.0 KW,37.06,37.0,40.66,1500,Continuous (S1),415,57.27,2025-06-29,07:17:00,Moisture ingress caused insulation degradation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,4,6306 2RS,CLOSED,2025-06-29 00:00:00,2025-07-19 00:00:00,operator_02,supervisor_03
63,AC Motor,EQ10062,2002,Compressor Driving,Power Plant,1,GE,M566,D280S,132.0 KW,131.13,132.0,144.42,1000,Continuous (S1),440,191.93,2025-03-20,10:10:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6305 2RS,2,Bearing Replacement,1,AC Motor,3,6305 2RS,CLOSED,2025-03-20 00:00:00,2025-03-22 00:00:00,operator_04,supervisor_07
64,Pump Motor,EQ10063,2019,Crane Hoisting,Coke Oven Plant,1,Kirloskar,D962,D132S,500.0 KW,494.09,500.0,556.88,1500,Intermittent (S3),6600,46.98,2025-05-14,13:13:00,Motor overheating during normal load,Cooling system repaired. Fan replaced. Ventilation passages cleaned.,5,Overheating,Out of Warranty,,"Grease, Cleaning agents",4,Alignment Correction,3,Pump Motor,2,6206 2RS,DISPATCHED,2025-05-14 00:00:00,2025-06-06 00:00:00,operator_13,supervisor_05
65,Blower Motor,EQ10064,2019,Crane Hoisting,Wire Rod Mill,1,Crompton Greaves,E910,D355M,15.0 KW,14.95,15.0,17.16,1500,Intermittent (S3),440,22.49,2024-02-26,19:00:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6308 2RS,2,Bearing Replacement,4,Blower Motor,6,6308 2RS,CLOSED,2024-02-26 00:00:00,2024-03-26 00:00:00,operator_05,supervisor_01
66,AC Motor,EQ10065,2014,Crane Hoisting,Sinter Plant,1,Kirloskar,S815,D225M,3.7 KW,3.77,3.7,4.3,1500,Continuous (S1),440,5.62,2025-07-27,08:51:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6306 2RS,2,Bearing Replacement,1,AC Motor,4,6306 2RS,CLOSED,2025-07-27 00:00:00,2025-08-11 00:00:00,operator_10,supervisor_06
67,AC Motor,EQ10066,1999,Crane Hoisting,Bar Mill,1,ABB,K948,D355M,160.0 KW,159.2,160.0,180.76,750,Continuous (S1),6600,16.24,2023-01-26,08:00:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6307 2RS,2,Bearing Replacement,1,AC Motor,5,6307 2RS,CLOSED,2023-01-26 00:00:00,2023-02-19 00:00:00,operator_07,supervisor_07
68,Crane Motor,EQ10067,2015,Rolling Mill Drive,Wire Rod Mill,1,Toshiba,H455,D160L,2.2 KW,2.23,2.2,2.64,3000,Continuous (S1),440,3.61,2025-03-12,19:48:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6305 2RS,2,Bearing Replacement,5,Crane Motor,3,6305 2RS,CLOSED,2025-03-12 00:00:00,2025-04-09 00:00:00,operator_08,supervisor_05
69,Pump Motor,EQ10068,2012,Crane Hoisting,Cold Rolling Mill,1,Crompton Greaves,M745,D90L,55.0 KW,55.93,55.0,63.85,1000,Continuous (S1),440,86.82,2023-05-30,07:11:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6206 2RS,2,Bearing Replacement,3,Pump Motor,2,6206 2RS,CLOSED,2023-05-30 00:00:00,2023-06-18 00:00:00,operator_16,supervisor_06
70,AC Motor,EQ10069,2021,Fan/Blower Driving,Coke Oven Plant,1,Kirloskar,S264,D315M,5.5 KW,5.56,5.5,6.68,1000,Continuous (S1),415,9.12,2025-02-22,06:50:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6306 2RS,2,Bearing Replacement,1,AC Motor,4,6306 2RS,CLOSED,2025-02-22 00:00:00,2025-03-23 00:00:00,operator_17,supervisor_02
71,Compressor Motor,EQ10070,2013,Crane Hoisting,Hot Strip Mill,1,ABB,M301,D355M,11.0 KW,10.81,11.0,12.64,3000,Intermittent (S3),415,17.75,2025-03-08,20:19:00,"Shaft bent, causing vibration",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,6,Compressor Motor,5,6307 2RS,DISPATCHED,2025-03-08 00:00:00,2025-04-01 00:00:00,operator_04,supervisor_05
72,Pump Motor,EQ10071,2006,Hydraulic Press,Sinter Plant,1,Crompton Greaves,K566,D355M,22.0 KW,21.98,22.0,25.21,1500,Continuous (S1),415,35.19,2025-02-03,16:23:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,11,N/A,DISPATCHED,2025-02-03 00:00:00,2025-02-12 00:00:00,operator_03,supervisor_01
73,Crane Motor,EQ10072,2000,Fan/Blower Driving,Wire Rod Mill,1,Siemens,E540,D160L,11.0 KW,10.85,11.0,12.78,1500,Intermittent (S3),415,16.93,2025-12-01,10:08:00,Moisture ingress caused insulation degradation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,5,Crane Motor,8,NU 308,CLOSED,2025-12-01 00:00:00,2025-12-06 00:00:00,operator_09,supervisor_02
74,AC Motor,EQ10073,1996,Hydraulic Press,Coke Oven Plant,1,Siemens,M986,D250M,2.2 KW,2.16,2.2,2.49,1000,Continuous (S1),440,3.18,2025-12-30,13:22:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,3,6305 2RS,CLOSED,2025-12-30 00:00:00,2026-01-01 00:00:00,operator_09,supervisor_04
75,Compressor Motor,EQ10074,2012,Compressor Driving,Blast Furnace,1,Havells,H541,D280M,2.2 KW,2.22,2.2,2.65,1500,Intermittent (S3),415,3.74,2024-11-30,11:36:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6308 2RS,2,Bearing Replacement,6,Compressor Motor,6,6308 2RS,CLOSED,2024-11-30 00:00:00,2024-12-14 00:00:00,operator_04,supervisor_04
76,AC Motor,EQ10075,2001,Rolling Mill Drive,Cold Rolling Mill,1,Kirloskar,S525,D132M,75.0 KW,74.3,75.0,87.42,1500,Short Time (S2),415,122.71,2025-11-17,09:15:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,2,6206 2RS,CLOSED,2025-11-17 00:00:00,2025-11-22 00:00:00,operator_18,supervisor_02
77,Crane Motor,EQ10076,2016,Crane Hoisting,Coke Oven Plant,1,Crompton Greaves,D237,D315M,315.0 KW,314.64,315.0,359.35,1000,Continuous (S1),6600,32.96,2023-10-04,06:14:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6305 2RS,2,Bearing Replacement,5,Crane Motor,3,6305 2RS,DISPATCHED,2023-10-04 00:00:00,2023-10-27 00:00:00,operator_09,supervisor_02
78,DC Motor,EQ10077,1995,Mixer Agitator,Sinter Plant,1,Siemens,M232,D200L,5.5 KW,5.43,5.5,5.99,3000,Continuous (S1),415,8.35,2023-12-20,12:09:00,Moisture ingress caused insulation degradation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,2,DC Motor,10,22210 E,CLOSED,2023-12-20 00:00:00,2024-01-05 00:00:00,operator_15,supervisor_01
79,Blower Motor,EQ10078,2018,Conveyor Belt,Hot Strip Mill,1,Kirloskar,S750,D132M,1.5 KW,1.48,1.5,1.68,1500,Continuous (S1),415,2.25,2024-09-12,16:16:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing N/A,2,Bearing Replacement,4,Blower Motor,11,N/A,DISPATCHED,2024-09-12 00:00:00,2024-10-10 00:00:00,operator_10,supervisor_03
80,Pump Motor,EQ10079,2015,Cooling Tower Fan,Sinter Plant,1,Siemens,K808,D80,22.0 KW,21.87,22.0,24.52,1500,Periodic (S5),3300,4.26,2024-04-01,15:07:00,"Winding overheated, discoloration visible",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,9,7206 B,CLOSED,2024-04-01 00:00:00,2024-04-07 00:00:00,operator_17,supervisor_03
81,AC Motor,EQ10080,1998,Hydraulic Press,Sinter Plant,1,Bharat Bijlee,S314,D132S,15.0 KW,14.94,15.0,17.03,1500,Periodic (S5),3300,3.11,2023-12-22,11:57:00,Low megger value on phases,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,5,6307 2RS,CLOSED,2023-12-22 00:00:00,2024-01-03 00:00:00,operator_10,supervisor_02
82,DC Motor,EQ10081,2009,Fan/Blower Driving,Coke Oven Plant,1,Siemens,M856,D160L,90.0 KW,89.91,90.0,107.72,3000,Continuous (S1),3300,19.08,2023-12-16,07:31:00,Foundation bolt loose causing vibration,Alignment corrected. Coupling replaced. Foundation bolts tightened.,6,Vibration Damage,Out of Warranty,,"Grease, Cleaning agents",6,Shaft Repair,2,DC Motor,8,NU 308,DISPATCHED,2023-12-16 00:00:00,2023-12-24 00:00:00,operator_16,supervisor_02
83,Pump Motor,EQ10082,2015,Mixer Agitator,Cold Rolling Mill,1,Kirloskar,S478,D225S,5.5 KW,5.52,5.5,6.18,3000,Continuous (S1),440,7.93,2024-06-03,15:45:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6307 2RS,2,Bearing Replacement,3,Pump Motor,5,6307 2RS,DISPATCHED,2024-06-03 00:00:00,2024-06-14 00:00:00,operator_11,supervisor_04
84,Blower Motor,EQ10083,2017,Cooling Tower Fan,Hot Strip Mill,1,Remi,S214,D280M,18.5 KW,18.69,18.5,20.65,3000,Intermittent (S3),415,29.13,2023-06-27,15:33:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,4,Blower Motor,6,6308 2RS,CLOSED,2023-06-27 00:00:00,2023-07-07 00:00:00,operator_04,supervisor_05
85,DC Motor,EQ10084,2019,Mixer Agitator,Wire Rod Mill,1,Siemens,E852,D250M,200.0 KW,200.54,200.0,219.17,1500,Continuous with Intermittent Load (S6),3300,37.12,2024-08-24,20:47:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,2,DC Motor,1,6205 2RS,CLOSED,2024-08-24 00:00:00,2024-08-30 00:00:00,operator_11,supervisor_06
86,AC Motor,EQ10085,1999,Pump Driving,Bar Mill,1,WEG,K525,D250M,11.0 KW,11.01,11.0,13.33,1500,Short Time (S2),440,17.41,2024-10-27,13:21:00,Excessive vibration at both ends,Alignment corrected. Coupling replaced. Foundation bolts tightened.,6,Vibration Damage,Out of Warranty,,"Grease, Cleaning agents",3,General Overhaul,1,AC Motor,7,NU 206,CLOSED,2024-10-27 00:00:00,2024-11-05 00:00:00,operator_04,supervisor_07
87,AC Motor,EQ10086,2012,Fan/Blower Driving,Cold Rolling Mill,1,Siemens,H898,D225M,37.0 KW,37.06,37.0,44.77,1500,Intermittent (S3),415,61.13,2023-05-24,14:27:00,Rotor eccentricity observed,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,2,6206 2RS,CLOSED,2023-05-24 00:00:00,2023-06-14 00:00:00,operator_02,supervisor_03
88,Pump Motor,EQ10087,2012,Pump Driving,Power Plant,1,GE,M429,D160M,1.1 KW,1.12,1.1,1.21,750,Intermittent (S3),440,1.6,2025-08-07,13:57:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,2,6206 2RS,DISPATCHED,2025-08-07 00:00:00,2025-08-30 00:00:00,operator_04,supervisor_03
89,AC Motor,EQ10088,1995,Compressor Driving,Power Plant,1,ABB,E549,D80,15.0 KW,14.9,15.0,17.45,1500,Continuous (S1),440,21.96,2023-09-27,11:11:00,Insulation resistance below acceptable limit,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,1,6205 2RS,CLOSED,2023-09-27 00:00:00,2023-10-08 00:00:00,operator_09,supervisor_03
90,AC Motor,EQ10089,2002,Pump Driving,Power Plant,1,ABB,K227,D112M,7.5 KW,7.48,7.5,9.13,750,Continuous (S1),415,13.32,2024-02-22,06:53:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,10,22210 E,DISPATCHED,2024-02-22 00:00:00,2024-03-11 00:00:00,operator_19,supervisor_04
91,Blower Motor,EQ10090,2002,Conveyor Belt,Coke Oven Plant,1,Toshiba,M801,D160L,400.0 KW,403.89,400.0,439.38,1500,Continuous (S1),11000,24.19,2025-05-03,06:35:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,4,Blower Motor,8,NU 308,CLOSED,2025-05-03 00:00:00,2025-05-24 00:00:00,operator_12,supervisor_05
92,Pump Motor,EQ10091,2022,Pump Driving,Sinter Plant,1,Bharat Bijlee,D766,D180M,11.0 KW,11.06,11.0,12.19,3000,Continuous (S1),415,17.46,2025-12-12,20:45:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing N/A,2,Bearing Replacement,3,Pump Motor,11,N/A,CLOSED,2025-12-12 00:00:00,2025-12-24 00:00:00,operator_08,supervisor_06
93,AC Motor,EQ10092,2021,Fan/Blower Driving,Cold Rolling Mill,1,Remi,H480,D180M,45.0 KW,44.5,45.0,49.91,1000,Continuous (S1),440,63.69,2023-08-01,09:19:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,11,N/A,CLOSED,2023-08-01 00:00:00,2023-08-10 00:00:00,operator_04,supervisor_04
94,DC Motor,EQ10093,2020,Fan/Blower Driving,Bar Mill,1,GE,K374,D200L,7.5 KW,7.45,7.5,8.29,750,Continuous with Intermittent Load (S6),415,10.99,2024-02-14,11:41:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing NU 308,2,Bearing Replacement,2,DC Motor,8,NU 308,CLOSED,2024-02-14 00:00:00,2024-03-09 00:00:00,operator_19,supervisor_01
95,AC Motor,EQ10094,1998,Compressor Driving,Bar Mill,1,Crompton Greaves,M241,D225M,1.1 KW,1.12,1.1,1.32,3000,Continuous (S1),415,1.91,2023-09-02,07:09:00,"Winding overheated, discoloration visible",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,3,6305 2RS,CLOSED,2023-09-02 00:00:00,2023-10-01 00:00:00,operator_16,supervisor_04
96,Blower Motor,EQ10095,2009,Hydraulic Press,Bar Mill,1,Kirloskar,K820,D280M,37.0 KW,37.23,37.0,40.76,1500,Continuous with Intermittent Load (S6),440,55.07,2023-06-01,19:12:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6305 2RS,2,Bearing Replacement,4,Blower Motor,3,6305 2RS,CLOSED,2023-06-01 00:00:00,2023-06-12 00:00:00,operator_08,supervisor_04
97,Pump Motor,EQ10096,2015,Crane Hoisting,Cold Rolling Mill,1,Havells,S660,D180L,30.0 KW,29.44,30.0,33.04,1000,Intermittent (S3),440,44.96,2025-11-05,19:15:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 7206 B,2,Bearing Replacement,3,Pump Motor,9,7206 B,CLOSED,2025-11-05 00:00:00,2025-11-24 00:00:00,operator_01,supervisor_06
98,Crane Motor,EQ10097,2018,Crane Hoisting,Cold Rolling Mill,1,Siemens,D845,D160L,22.0 KW,21.85,22.0,26.21,1500,Short Time (S2),440,32.96,2024-08-28,06:44:00,Temperature rise exceeding limits,Cooling system repaired. Fan replaced. Ventilation passages cleaned.,5,Overheating,Out of Warranty,,Bearing 6305 2RS,2,Bearing Replacement,5,Crane Motor,3,6305 2RS,CLOSED,2024-08-28 00:00:00,2024-09-11 00:00:00,operator_06,supervisor_06
99,DC Motor,EQ10098,2003,Conveyor Belt,Coke Oven Plant,1,Bharat Bijlee,M950,D112M,7.5 KW,7.4,7.5,8.3,1500,Intermittent (S3),415,11.42,2023-06-06,20:24:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6307 2RS,2,Bearing Replacement,2,DC Motor,5,6307 2RS,CLOSED,2023-06-06 00:00:00,2023-06-08 00:00:00,operator_01,supervisor_01
100,Compressor Motor,EQ10099,2000,Rolling Mill Drive,Bar Mill,1,WEG,M761,D280S,55.0 KW,55.78,55.0,66.6,1500,Periodic (S5),440,83.68,2025-12-14,18:24:00,Insulation resistance below acceptable limit,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,6,Compressor Motor,10,22210 E,CLOSED,2025-12-14 00:00:00,2025-12-17 00:00:00,operator_06,supervisor_06
